,Record_text,InRelationship,General_comment_binary,General_comment,Specific_comment_binary,Specific_comment,Relevance
15,نه بابا بیخودی ذهنت درگیر میشه،   سال دیگه وقتی با شوهر اون زمانت پیر و چروک شدی، میگی یعنی اگه با اون یارو که تو ناشناس خواستگاری کرده بود ازدواج کرده بودم تمام این سالها زندگی بهتری می داشتم؟  [CONFUSED_] ,-1,1,1,0,3,1
16,وای دوستم زنگ زده در حالی که از عصبانیت از گوشاش دود میاد بیرون میگه شوهرم کرم ضد چروک   پوندی من رو برداشته مالیده به پاشنه پاش چون پاش تَرَک داره و ترک و چروک هم یکیه دیگه!!!,-1,1,1,0,3,1
17,مگه مرد تو خونه حق اظهارنظر یا تغییر دکور داره؟!,-1,1,2,0,3,1
18,ارشد با بابای پسرک چندتا درس مشترک داشتیم، اصولا اصراری نداشتم به شوهر بچسبم و خیلی ها نمیدونستن ما زن و شوهریم. سر یک کلاسی خانمی از گرایش دیگه با ما بود گفت یک چیزی بگم ناراحت نمیشی؟گفتم نه،چی؟ گفت اون اقاهه که اون روبرو، اون وسط نشسته خیلی تو رو نگاه میکنه و گاهی میخنده.,1,1,2,1,2,1
19,خانومه میگه: هر وقت خانواده شوهرم به مشکل اقتصادی میخورن، مستقیم بهم میگن «از طلا هات بفروش» (!!!) نکته ای که این خانم گفت اینه که همه ی طلاهاش مال دوران مجردی است و خانواده داماد، طلایی براش نخریدن! :) مشاور,-1,1,1,0,3,1
20,خب منظورم همین بود، مدل دوستام اینجوریه، زن و  شوهر رمز گوشی همو میدونن اما دیگه داخل هم نیستن  [FACE_WITH_TEARS_OF_] ,-1,1,0,0,3,1
21,شوهر شدم دوستان [FACE_HOLDING_BACK_][MELTING_],1,1,0,1,0,1
22,به زنان سرزمینم؛ وقتی شوهرت با تیشرت و شلوار اسلش و کتونی یا دمپایی لاانگشتی میاد بیرون، تو کت یا مانتو مجلسی نپوش و کفش پاشنه بلندت رو پات نکن. کنارش شبیه مورینیو در حال گفتن اخرین توصیه ها به بازیکن تعویضیش میشی.,-1,1,1,0,3,1
23,شما متاهلی؟ پس لطفا منتیون ندید به من  [BEAMING_FACE_WITH_SMILING_],-1,1,1,0,3,1
24,من عشق رو در نرسیدن میبینم انتظار عاشق قشنگه میگن وقتی که شوهر لیلی مرد همه رفتن پیش مجنون گفتن الان انتظارت به سر رسید الان میتونی لیلی رو مال خودت کنی و جوابی که میده جالبه میگه کدوم لیلی .. اون که خیلی وقته تموم شده لیلی خیلی وقته که با منه ولی وقتی میرسی تبدیل به علاقه میشه,-1,1,0,0,3,1
25,تو دیگ  لب گوری احمق میگه اگ رسم باشه من با یکی برم زنم با یکی دیگه عدالت برقرار میشه,1,1,1,1,1,1
26,اها خب اگه اینجوره زن هم یا شاغله یا کار خونه داره نمیتونه به شوهر و بچه توجه کنه,-1,1,1,0,3,1
27,و بشنوید از عید دیدنی هامون شوهر دختر داییم برای دختر داییم میوه پوست کنده و دیزاین کرده(((؛,-1,1,0,0,3,1
28,وقتی میخوای بگی چقدر خانومی و وقت شوهر کردنته [FULL_MOON_][FACE_WITH_TEARS_OF_],0,1,0,0,3,1
29,این رفیقمون دم عقدش زنگ زده به شوهر دخترخاله ما گفته چقدر برای زنت دم عقد طلا گرفتی اینم گفته صد گرم:)) زنش میگه کو؟ کجاس؟ کی خریدی؟!:)) یعنی ادم رفیق مثل این داشته باشه بدبخته:)),-1,1,2,0,3,1
30,نه من که دوست دخترم دارم ولی   سالگی این کارو کردم=))),1,1,2,1,2,1
31,توصیف زندگی متاهلی در   ثانیه [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,2,1,2,1
32,«به من گفت چطور درباره فیلمی به این لطافت { شکستن امواج } چنان تند و تیز نوشتین؟ اون صحنه ای که زن پس از هم اغوشی به همسرش می گه منو یاد رابطه خودمون انداخت. همسر من هم بعد از هم اغوشی از من تشکر می کنه. من و همسرم رابطه خیلی صمیمانه ای داریم، به طوری که من اونو…,1,1,0,1,0,1
33,این خانوم زن منه [WOMAN_GETTING_MASSAGE_MEDIUM_DARK_SKIN_],1,1,2,1,2,1
34,ایا می دانستید اگر پارتنر شما بیکار باشد و ورژن قدیمی اینستاگرام را نصب کند ، میتواند ببیند که کامنت میزارید,-1,1,1,0,3,1
35,اصلاً مسافرت تنهایی با شوهر و فرزند . با تمام امکانات رفاهی . حتی دست یه ظرف یا چیز دیگه نخواهی بزنی . اخه بهش میگن مسافرت و تفریح,1,1,2,1,2,1
36,همسر سابقم رو همراه همسرش دیدم، اگر چند ماه پیش بود سیل غم و خاطرات بد می اومد سراغم اما خوب که دقت کردم دیدم (در ظاهر) چقدر به هم میان (بر خلاف ما که اصلا به هم نمی اومدیم حتی به ظاهر)… براشون از ته دل ارزوی خوشحالی و خوشبختی کردم!,0,1,0,1,1,1
37,این کوچیکیایه همون دخترس ک استوری میزاش مرسی همسرجان امروز برام سالاد شیرازی درست کردی [FACE_WITH_TEARS_OF_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_][ROLLING_ON_THE_FLOOR_],-1,1,2,0,3,1
38,بخدا اصلا نمیفهمم چطوری دونفری توی یه بشقاب غذا میخورین منو شوهرم یه بار این کار رو کردیم سر گوشتا دعوامون شد [SLIGHTLY_FROWNING_][NEUTRAL_],1,1,1,1,1,1
39,میمان! خیلی از اونهایی که به نفوذ چین و روسیه اعتراض کردن هم الان از این خفتی که شوهرت تن داد بهش ناراحت ان! گوشت تلخ نچسب. به جای سفسطه بگو شوهرم نفهمی کرد. ببخشید!,-1,1,1,0,3,1
40, [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][MAN_] بخدا گوشی خانم منو تو اتوبوس دزدیدن از جیبش به هرکی تو ایران میگفتم باورش نمی شد ، میگفتن مگه اونجا هم دزد داره [MAN_] ,1,1,2,1,2,1
41,خبری هست یا نه؟ الان دیگه نوبت سهند ایشالاه سال دیگه با زنت بیای حاملم…,-1,1,2,0,3,1
42,چنین مردا لیاقت همسر وخانواده را ندارند خب از اول تشکیل خانواده ندن زن  و بچه برده نیست با روح روان ادم بازی می کنند  [CRYING_][BROKEN_][CRYING_],-1,1,1,0,3,1
43,نه همسر البته هیچ کی رو,1,1,2,1,2,1
44,رقص زن برای خودش هم حرامه، نباید تو اینه نگاه کنی برقصی. فقط شوهررررر,1,1,0,1,0,1
45,صبح داشتم قدم زنان میرفتم نون بخرم، یهو از پشتم صدای بوقِ انتظارِ تلفن اومد.انگار یکی شماره گرفته و منتظره طرف برداره(روی اسپیکر بود)یهو صدای یه خانوم اومد که به فارسی گفت؛«الو سلام» تا چشمام گرد شد که اِ ایرانیه؛صدایِ شوهرِ همسایه مون اومد که؛«سلام.الان از خونه زدم بیرون.» تنها,-1,1,2,0,3,1
46,همسر کارگرم بهش گفته: باید ماهی   میلیون بدی من خرج استایلم کنم:))نیم ساعته پشت تلفن عربده میکشید که ندارم:(((( تحمل این شرایط خیلی واسه پسرا سختر از دختراس:)) واقعا درک کردن مردا توی این وضعیت سخته؟؟,-1,1,1,0,3,1
47,: بابات حشری شد یا شوهرت؟,-1,1,2,0,3,1
48,بله؛ متاهلی که میره تو رابطه.,-1,1,1,0,3,1
49,از شوهرت اجازه گرفتی عکس جذاب گذاشتی اواتار [EXPRESSIONLESS_][FACE_WITH_TEARS_OF_],-1,1,1,0,3,1
50,انقد رو پرو پاچه شوهر من زوم نکنید مگه خودتون ناموس ندارید,1,1,0,1,0,1
51,«رفتم قم، دختر  ساله را که به مردی   ساله داده بودند، تمام بدن این دختر پشت و جلوش یکی شده بود و زخمی بود.دختر را بردم بیمارستان،سعی کردم   ساعته، ان مرد را از او جدا کنیم. مرد می گفت زن من است، می خواست برگردد و با ان حالت باز با او بخوابد.او را مدتی زندان کردند،تا این دختر…,-1,1,1,0,3,1
52,نخیر شوهر و دوس پسر با کات و طلاق جدا میشن ولی هیونگم بود تا ابد بود,-1,1,1,0,3,1
53,ده سال زنم بود حق طلاق با من بود با همه مشکلات طلاقش ندادم یه هفت حق طلاق بهش دادم گفت طلاق میخوام همه چیزمم دادم ببره دست خالی نره همه رو تو   سالگی باید از صفر شروع کنم,0,1,1,1,1,1
54,من خودم شوهر چند نفرم,1,1,2,1,2,1
55,تازه کجاشو دیدی میدونستی مردا قبل متاهلی خیلی ادمای باحال ترین؟,-1,1,1,0,3,1
56,اخه ژوانا هم شد اسم تازه به دنیا اومد سوتی دادم ژوپیتر فکر کرد مسخرشون کردم مهمونی تلخ شد خانمم ناراحت شد چرا نوه عمه خانم را مسخریدم  [SLIGHTLY_SMILING_][SLIGHTLY_SMILING_][SLIGHTLY_SMILING_],1,1,1,1,1,1
57,[FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_]  به جرات می توانیم پول دوست تربن خل و چل تربن ایرانی که تا حالا دیدیم همسر اول شما از خانواده اصیل ایرانی بود و حتی پدرش مخالف بودن شما داماد خانواده باشید ولی این مهشید شما هم پایین برده اسطوره هنرمندان ایران بانو هایده حمیرا رامش احمد ازاد خدای میهن پرستی فرخزاد,-1,1,1,0,3,1
58,من جدی چندتا از دوستام تو پروسه طلاقن. مرحله شوهر و بچه رو خیلی وقته دیگه انلاک کردن.,-1,1,1,0,3,1
59,اااااای اونایی که هیکل شوهرتون براتون مهم و دنبال سیکس پک و ایناییید، حداقل   درصدتون شوهر با این هیکلا گیرتون میاد، تقلا نکنید [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][ROLLING_ON_THE_FLOOR_] ,-1,1,1,0,3,1
60,نفقه ای که تو میگی تو ازدواج اسلامیه من به اون کصشر کاری ندارم من برابریو میگم اسمش زندگی مشترکه پس همچیش باید مشترک باشه چه خرجا چه کارا مسیولیتا هم برابره قرار نیس مرد فقط کار کنه زن فقط بخوره زنی که میگه من دلم بخواد کار میکنم پس نمیتونه از شوهرش انتظار کار کردن داشته باشه,-1,1,2,0,3,1
61,تازه یک سری جاها دعوت شدم خودم خبر ندارم یعنی از روزی که اومدیم مامانم برنامه نوشته گذاشته جلوم که کجاها دعوت شدیم و از قبل هم گفتند دخترت میاد اصفهان حتما باید باشه دخترش رو ما ببینیم بنابراین ما هم دعوت شدیم بدون اینکه نظر من و همسرم رو بدونه با بپرسه [FACE_WITH_TEARS_OF_],1,1,2,1,2,1
62,در ایه  سوره نسا حکم به جواز  همسر اومده و بیان شده:(فَان خِفتُم الّا تَعدِلوا فَواحدَهً) یعنی اگر ترسیدین که نتونین عدالتو رعایت کنید پس به یک همسر اکتفا کنید! و در ایه   همین سوره اومده:(وَلَن تَستَطیعوا ان تَعدِلوا بَینَ النِّسا) یعنی هرگز نمیتوانید عدالت رو برقرار کنید! [WOMAN_SHRUGGING_LIGHT_SKIN_],-1,1,2,0,3,1
63,شاید اگه من اخلاقام و رفتارام تو خونه رو تعریف کنم، همه تون بگید بیچاره همسرش. اگرم از کارای شوهرم بگم، خیلیا بیان بگن چجوری تحمل میکنی این کاراشو؟؟ ولی حقیقت اینه که ما دو تا واسه هم مناسبیم. نه واسه بقیه. اینقدر اینجا نظرسنجی نکنین و نظر خودتونو به سمع و نظر بقیه [SLIGHTLY_SMILING_] نرسونین,1,1,0,1,0,1
64,سلام شوهرم ماموریته یکی بیاد پیشم باهم نهار بخوریم رییس بازی در بیاره برام,1,1,2,1,2,1
65,مرد اشغالی اومد جنازشو برد از بوی گندش اشغالی هم مرد زنش اومد گفت خاک تو سرم شوهرم مرد بچه اش اومد گفت اخ جون بابام مرد  [ROLLING_ON_THE_FLOOR_][LOUDLY_CRYING_],-1,1,1,0,3,1
66,جلو رو ادم دشمنن پشت ادمم مث کوه… [FACE_WITH_TEARS_OF_][PERSON_WITH_WHITE_CANE_LIGHT_SKIN_] حالا اون یکی میگه درستو بخون من شوهرتو تو فریزر نیگه میدارم…اون یکیم میگه نمخواد شوهر کنی درستو بخون من شوهر میکنم شوهرمو میدم ب تو…[SLIGHTLY_SMILING_][VICTORY_HAND_LIGHT_SKIN_],-1,1,1,0,3,1
67,خانم های متاهل بد اقاتون و اقایون متاهل بد خانمتون و خانم و اقاهای متاهل کتمان متاهلیتون رو دراین فضا جارنزنید، گرگ ها در کمین اند…,-1,1,1,0,3,1
68,با این که شروع بحث در مورد گزینه   رو بنده مطرح کردم و با چند همسری هم مخالف هستم ولی یه افرین جانانه به حاج اقا میگم که برای همه جواب دندان شکن داشتن و در حوضه تحصیلاتی و فعالیت خودشون با تخصص به همه جواب دادن . [CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_][CLAPPING_],-1,1,1,0,3,1
69,سال نو مبارک رفیق جان کنار همسر سالی پر از شادی و عشق براتون ارزو میکنم,-1,1,2,0,3,1
70,تو خودت زن منی لاشیه ظریف,1,1,0,1,0,1
71,واقعا دنیا کوچیکه، تو هواپیما اکس   سال پیشت با شوهر و بچش، صندلی کنار.,0,1,1,1,1,1
72,اونه که همشون ضربدری پارتنر عوض میکنن؟,-1,1,1,0,3,1
73,دیشب موقع پخش برنامه همسرم گفتن اقای رسولی انگار شهید زنده هستن و داره به شهادت نزدیک و نزدیکتر میشه چقدر بی ریا و خوب هستن خدا حفطشون کنه,1,1,2,1,2,1
74,این گوزوام گفت اره یکی علی دایی به درد بخوره یکی شوهر خودت. الدنگ به شوهرم حرف زد [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,0,1,0,1
75,نه به کودک همسری [SLIGHTLY_SMILING_],-1,1,1,0,3,1
76,دوس دارم غلت بزنم و شوهرم جراحمو ببینم:),1,1,0,1,0,1
77,خیلی همسر خوبی دارم. خدا حفظش کنه [PALMS_UP_],1,1,0,1,0,1
78,ن خب اردویی بود از طرف اتحادیه انجمن مستقل ، تنها ک ن .. ولی خب حرم هارو تنهایی میرفتم هرروز دوساعت اذان ظهر دوساعت اذان مغرب :)) خب این خوبه .. بعد تازه حب همسرم میاره ، دلتنگ میشی  [FACE_WITH_TEARS_OF_] ,1,1,0,1,0,1
79,"اللهم فک کل اسیر سال تحویل را با تلفن اقای کروبی شادمان شروع کردم.ایشان با ان روحیه مثال زدنی به بنده و خانواده انرژی مثبت دادند.از احوالات مهندس موسوی و خانم رهنورد پرسیدم که خوشبختانه  اسفند ""شیخ""با ""میر ملت ما"" وهمسرش تلفنی صحبت کرده بود و از روحیه بالای این  محصور گفت.",-1,1,0,0,3,1
80,کبرا جان این شوهر بی تربیتت رو جم کن,-1,1,1,0,3,1
81,فقط همسر دربه در من باید بعداز حبس (ابان  ) و قاچاقی خارج شدن، الان باید نزدیک   سال تو ترکیه اواره باشه و نه راه پس داشته باشه و نه راه پیش  [PENSIVE_] ,1,1,1,1,1,1
82,واقعا این دیگه همسر ازاریه,1,1,1,1,1,1
83,: رابطه م با شغلم مثل رابطه زنی می مونه که از شوهر معتاد و خانوم بازش کتک می خوره ولی چون خرجشو می ده نمی تونه ولش کنه.,-1,1,1,0,3,1
84,انقدر که همسرم تو تعطیلات میگه ناهار و شام چی داریم ؟، تا اخر تعطیلات رییسی صداش میکنم .  [CONFUSED_] ,1,1,1,1,1,1
85,اوووو بیا ببین زن و شوهر تو خونه همو به اسم صدا میکنن،کجای کاری,-1,1,2,0,3,1
86,چی بگم والا شیخ [BEAMING_FACE_WITH_SMILING_]  حیف از اون فروزه مقدادی(همسر اولش) که با این جایگزین شد,-1,1,1,0,3,1
87,منظور این نیست بعضی از خانم ها میان با سخنی های سربازی شوخی میکنن که اعصاب همه رو خورد میکنن الان من بیام از موضوع چند همسری بگن حتی خانم های مذهبی بهشون بر میخوره نمیشه که هر حرفی زد,-1,1,1,0,3,1
88,پارتنرم؟! در ضمن این فقط یه شوخی بود؛اونایی که منو میشناسن اینو خوب میدونن [CONFUSED_],1,1,2,1,2,1
89,ما امسال قصد داشتیم به شمال بریم چون تا حالانه خودم نه خانمم نرفتیم با حقوق کارگری هرماه مبلغی پس انداز کردیم اما قبل از تعطیلات عید فهمیدم که پسرهمسایه نه پول عروسی داره نه ماه عسل به توصیه همسرم پول مسافرت رو به زوج جوان دادیم و عید رو ازمنزل براتون توییت میزنم سخته اما شیرین,1,1,2,1,2,1
90,شوهر کردی دلقک تمام وقت که نگرفتی,-1,1,1,0,3,1
91,دوّم فروردین نود و دو اغاز شدیم نُه سال پا به پای هم دویدیم حالا اینجاییم دوّم فروردین چهارصد و یک در کنار هم . . . . . عشق سالگردازدواجمون مبارک سالگرد ازدواج همسر عاشقانه برلین,1,1,0,1,0,1
92,حالا همین ادم کثیفو این غرب پرستا و خود فروخته ها برامون الگو میکنن بعد برای پوشوندنش کودک همسری رو جار میزنن,-1,1,1,0,3,1
93,"پارتنر ""خوب""! سه تا خط زیر خوب باید کشید، برای تاکید بیشتر. پارتنر بد میتونه برینه تو همه چیز عملا:)))",-1,1,1,1,1,1
94,نه چون طرف فک میکنه پارتنرم گیه مهرسا +میم (مهرسام),1,1,2,1,2,1
95,بی شوهری هم موفقیت نیست. ولی کسی که اراده تشکیل زندگی مشترک رو نداره یک بازنده است.,-1,1,1,0,3,1
96,چقدر جنسی شوخی میکنن [NEUTRAL_]بعد میگه به دوست پسرم نمیگم و به بقیه میگه چیزمغز. وای خدا حرص میخورم چقدر[EXPRESSIONLESS_],-1,1,1,0,3,1
97,بهش می گفتی اگه ندیدی زنت، دخترت، عروست، گربه های ماده حیاتتون و هرچی موجود مونث تو خونتون هستن و پریود نمیشن بدون که همشون حامله شدن.,-1,1,2,0,3,1
98,بعد می دونید جالبیش اینجاست که شوهر این خانم تو مراسم خواهرش داشت با چشاش منو می خورد بعد حالا زنش منو بلاک کرده:))) پیدا کنید علت را.,-1,1,1,0,3,1
99,و اینک پایان این روز رو که نقش یک زن تنهای خانه دار رو بازی کردم و برای شوهرم غذا پختم و اون منو ول کرد و رفت که با رفقاش سیگار بکشه و غذا بخوره اعلام میکنم. موندم که فردا نقش دانشجوی فلک زده ای که توی عیدم باید بشینه تند تند کار کنه رو بازی کنم یا زن جوان بیخیال و خوش گذرون رو؟,1,1,1,1,1,1
100,مادرم رفته داروخونه، کلمه ی یادش نیوفتاده گفته من شوهرم میخوره و بعدش حالت تهوع میگیره، شما چی دارید بهش بدیم؟ طرف هم خیلی با تعجب نگاهش کرده گفته ما چیزی نداریم! مادرمم شاکی که اینا چقدر بیشعورن دارو نمیدن [GRINNING_SQUINTING_][GRINNING_SQUINTING_][GRINNING_SQUINTING_] ,-1,1,1,0,3,1
101,: من دوس دارم شوهرم راضی بشه دوستاموبیارم خونه وباهم باشیم سه تایی… [SMILING_FACE_WITH_][SMILING_],1,1,2,1,2,1
102,اسنپ موتور سوار شدم دیدیم راننده کلا با پارچه دور سرش رو پوشونده و ماسک و کلاه نقابدار هم داره. با خنده گفتم اصلا جایی رو می بینی؟ گفت اره. یه مدت صورتم رو نپوشوندم، پوستم سوخته بود، تیره شده بودم. زنم گفت دیگه اینجوری خونه راهت نمیدم! منم مجبورم… چقدر دلم برای این مرد سوخت,-1,1,1,0,3,1
103,اینجا تو افتاب نشستم یه حال خوبی حیف دقیقه ای یه بار میاد درو باز میکنه میگه مهراوه داری چکار میکنی مهراوه چرا دستشویی میری مهراوه چرا اونجا وایسادی [WOMAN_] پ.ن مادر شوهرم,1,1,2,1,2,1
104,زیدی میگه امروز که رفته بودی مصاحبه، من کنار جدول نشسته بودم، سیگار می کشیدم و منتظرت بودم. بعد یه z  اومد پارک کنه و منم بلند شدم. اومد پایین، ازم عذرخواهی کرد و گفت من سینگلم و منم گفتم منتظر دوست پسرم هست. واقعاً پارتنر تراز. وگرنه خودم ماشین رو دیدم، بهش گفتم لگد به بختت زدی.,1,1,0,1,0,1
105,شوهرتون تنها فامیلیه که میتونید انتخابش کنید چرا تو انتخابتون بیشتر دقت نمیکنید؟ [WOMAN_WALKING_LIGHT_SKIN_],-1,1,1,0,3,1
106,این قاعده برای پارتنرم قابل اجراست دیگه؟!,1,1,2,1,2,1
107,من واقعا ناراحت شدم کلا دلم خیلی به حال پیرمردها و پیرزن های غمگین میسوزه لطفا خیلی بهش محبت کنید سعی کنید کاری کنید باهاتون درد و دل کنه اگر همسر یا پسر مورد اعتمادش یا دخترش این کار را کنه بهتره بهش محبت کنید بگید ذکر بگه,-1,1,2,0,3,1
108,محمدحسین اجورلو، همسر نیلوفر حامدی در صحفه اینستاگرامش با انتشار عکسی از خود و همسرش و با اشاره به «روز جهانی دویدن» نوشت:,-1,1,2,0,3,1
109,دنبال پسری هستی که به جای زید بگه پارتنر، خب معلومه اون لعنتیِ با کلاس بهت خیانت میکنه. ولی زید خیانت نمیکنه. دنبال زید باش نه پارتنر! [FACE_WITH_TEARS_OF_],-1,1,1,0,3,1
110,بعضی وقتا اینطوریه مثلا اون دختره که فرار کرده بود ترکیه اگه شوهر و خوانوادش ادمای سالمی بودن چه دلیلی داشت فرار کنه؟,-1,1,1,0,3,1
111,زنم کجااااایی دلم برات تنگ شده خیلی وقته نیستی,1,1,0,1,0,1
112,وقتی زنت (یا دوستت یا خواهرت )تازه کلاس نقاشی رفته و مجبوری خودت هنر هاشو بزنی به دیوار خونه چون کسی نمیخرش دیگه و چاره ای نداره  [FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_][FACE_WITH_TEARS_OF_],1,1,1,1,1,1
113,: اینکه خیانت خیلی زیاد شده نشون میده داشتن یک زن یا شوهر برای تمام عمر با ذات انسان مغایرت داره نظر شما چیه؟!,-1,1,1,0,3,1
114,: یکی از هزاران دلیلی که نباید شوهر مهشید بود,-1,1,1,0,3,1
115,به همسرم میگم حالم یه طوری هست برم یه گوشه بشینم گریه کنم. توضیح نمیدم چرا . یهو میگه منم همینطور. تعجب می کنم از و برام کلی حرف میزنه از حالش.,-1,1,1,1,1,1
116,یک مشت هرزه دروغگو هستند اصلا نباید گول بخوریم نه خانمها و نه اقایان مجازی جای پیدا کردن همسر و یار نیست,-1,1,1,0,3,1
117,: یادداشت همسر سابق یغما گلرویی: من از تو دروغ و خیانت را یاد گرفتم…,-1,1,1,0,3,1
118,من کلا به کسایی که پارتنر دارن حسودیم  میشه,-1,1,1,0,3,1
119,اگه شوهرم همینقد مسخره نباشه چی؟  [FACE_WITH_TEARS_OF_],0,1,1,0,3,1
120,تو رابطه نقش جاسوس رو بازی نکنید،پارتنر باشید.,-1,1,1,0,3,1
121,مگه  ساله رو شوهر میدنننننن,-1,1,1,0,3,1
122,عوضش میگه چه شوهر گوگولی دارم من,-1,1,0,0,3,1
123,شاهزاده همراه همسر گرانقدرش با تجربه ای تازه بازمی گردد و مردم اسراییل به ویژه ایرانیان یهودی خاطره حضورشان را از دل نخواهند برد. شاهزاده رضا پهلوی اسراییل [WRITING_] علیرضا نوری زاده,-1,1,2,0,3,1
124,افرین به رابطه خوبی که با همسرتون دارید و افرین به این همه شعور اما همسر شما که میدونه شما هم از این رفتار ناراحتید و میتونید در خلوت خودتون بهشون بگید و تشکر کنید ازش و جبران کنید به نظر من میشه اینطوری مدیریت کرد و مادرتون که سنی ازش گذشته را با رویه بخشش بیشتری برخورد کنید,-1,1,0,0,3,1
